CardNumber,ParcelID,StreetNumber,StreetName,NumofUnits,NumofRooms,NumofBedrooms,ExtType,YearBlt,CurrentBuildingValue,CurrentYardItems,CurrentLandValue,CurrentAcres,FinishedArea,GrossArea,CurrentTotal,SaleDate,SalePrice,LegalReference,Amount,Location 1
1,006-31-6008-000,31,DARTMOUTH DR,1,9,4,COLONIAL,1982,361400,2600,204100,1.15599,3050,6892,568100,04/19/2016,275000,1488-48,11000,"31 DARTMOUTH DR
FRAMINGHAM, MA
(42.345964, -71.47313)"
1,049-02-4750-000,35,TOWNSEND TERR,1,7,4,RANCH,1952,136400,0,163900,0.60376,960,2206,300300,12/17/1997,123140,27988-477,,"35 TOWNSEND TERR
FRAMINGHAM, MA
(42.322734, -71.410048)"
1,050-12-3609-000,161,CENTRAL ST,3,13,5,OT MFAM,1867,222100,0,156400,0.31674,2908,5068,378500,02/10/2005,440000,233161,8500,"161 CENTRAL ST
FRAMINGHAM, MA
(42.322593, -71.406964)"
1,053-00-1261-000,52,ANGELICA DR,1,8,3,SPLIT LEVL,1968,198900,3100,172900,0.45914,1292,3092,374900,07/31/1997,215000,27529-444,10200,"52 ANGELICA DR
FRAMINGHAM, MA
(42.316069, -71.484757)"
1,077-76-7132-000,45,WOODMERE RD,1,9,3,COLONIAL,1966,234800,8800,174000,0.49628,3116,4212,417600,10/08/2011,1,57592-181,100,"45 WOODMERE RD
FRAMINGHAM, MA
(42.305359, -71.457013)"
1,092-95-9770-000,37,CAVANAUGH RD,1,8,5,COLONIAL,2008,514400,0,153500,0.20542,2768,4796,667900,10/31/2007,600000,50295-39,25750,"37 CAVANAUGH RD
FRAMINGHAM, MA
(42.303503, -71.412184)"
1,038-65-9362-000,32,RINER ST,1,7,3,RANCH,1954,106700,0,155300,0.27548,1414,1686,262000,11/22/2011,257000,250003,,"32 RINER ST
FRAMINGHAM, MA
(42.329895, -71.422969)"
1,026-27-2780-000,14,HICKORY LN,1,8,4,RANCH,1965,157800,0,175400,1.093,1988,2643,333200,03/20/1996,220000,204583,1565,"14 HICKORY LN
FRAMINGHAM, MA
(42.336881, -71.439947)"
1,092-05-3528-000,14,CAVANAUGH RD,1,6,3,CAPE,1954,148500,0,157500,0.36026,1362,3182,306000,07/31/2006,342000,47892-563,6487,"14 CAVANAUGH RD
FRAMINGHAM, MA
(42.303685, -71.410746)"
1,053-00-1576-000,58,ANGELICA DR,1,7,3,SPLIT ENT,1969,183700,0,172900,0.45914,1294,2766,356600,08/10/2016,100,67786-119,6858,"58 ANGELICA DR
FRAMINGHAM, MA
(42.317043, -71.484684)"
1,029-37-5791-000,26,LARNIS RD,1,7,3,RANCH,1966,209200,1900,160300,0.4674,1624,2304,371400,06/27/2014,357500,63827-287,6000,"26 LARNIS RD
FRAMINGHAM, MA
(42.336935, -71.39867)"
1,053-10-0456-000,45,LANEWOOD AVE,1,7,3,SPLIT ENT,1966,186200,0,173700,0.48696,1584,2961,359900,07/30/1998,225000,28904-219,6890,"45 LANEWOOD AVE
FRAMINGHAM, MA
(42.316776, -71.482384)"
1,016-49-0715-000,51,KAREN RD,1,8,4,RANCH,1962,157300,17700,160500,0.47521,1607,2717,335500,11/02/2015,351500,66319-103,15000,"51 KAREN RD
FRAMINGHAM, MA
(42.342412, -71.434121)"
1,064-09-7292-000,22,LANEWOOD AVE,1,8,4,SPLIT ENT,1966,213600,0,172900,0.45914,1682,3134,386500,08/13/2015,409900,65908-285,35380,"22 LANEWOOD AVE
FRAMINGHAM, MA
(42.313385, -71.48242)"
1,025-16-9646-000,27,JUNIPER LN,1,7,3,RANCH,1965,209800,0,176300,0.57966,1954,2514,386100,04/20/2012,245000,250991,6500,"27 JUNIPER LN
FRAMINGHAM, MA
(42.333754, -71.44218)"
1,009-41-3043-000,79,HARRINGTON RD,1,6,3,SPLIT LEVL,1964,195200,8000,162400,0.54867,1528,3562,365600,07/01/1981,96500,14304-0354,3500,"79 HARRINGTON RD
FRAMINGHAM, MA
(42.345663, -71.433136)"
1,029-27-9778-000,38,LARNIS RD,1,8,4,COLONIAL,1969,210800,0,162500,0.55119,1926,3604,373300,04/10/1996,235000,26215-279,10282,"38 LARNIS RD
FRAMINGHAM, MA
(42.337, -71.400419)"
1,064-08-0569-000,22,ANGELICA DR,1,9,3,GARRISON,1983,313600,16800,172900,0.45914,2764,4504,503300,11/08/2001,510000,34020-597,26000,"22 ANGELICA DR
FRAMINGHAM, MA
(42.311623, -71.485073)"
1,064-08-7126-000,8,ANGELICA DR,1,8,3,SPLIT LEVL,1967,185000,1200,176000,0.5691,1300,3308,362200,03/27/1997,212000,27163-0272,6900,"8 ANGELICA DR
FRAMINGHAM, MA
(42.310856, -71.483135)"
1,038-75-0348-000,40,RINER ST,1,7,3,RANCH,1954,97200,0,155300,0.27548,1198,1198,252500,10/06/2015,100,1480-11,,"40 RINER ST
FRAMINGHAM, MA
(42.330036, -71.422682)"
1,064-18-0719-000,15,LANEWOOD AVE,1,7,3,SPLIT ENT,1980,211200,0,173900,0.49357,1388,2884,385100,01/20/2015,1,64813-47,4300,"15 LANEWOOD AVE
FRAMINGHAM, MA
(42.312134, -71.482361)"
1,064-18-6711-000,4,WILDEWOOD TERR,1,6,3,RANCH,1965,199400,18700,173700,0.48703,1432,3508,391800,09/10/2010,380000,55350-20,12810,"4 WILDEWOOD TERR
FRAMINGHAM, MA
(42.312309, -71.479905)"
1,088-74-7502-000,27,WESTGATE RD,1,8,4,SPLIT ENT,1966,163300,0,167100,0.25494,1144,2454,330400,07/13/2004,420000,43268-428,11000,"27 WESTGATE RD
FRAMINGHAM, MA
(42.300736, -71.457329)"
1,026-26-2749-000,12,BAYBERRY LN,1,6,3,RANCH,1965,107400,0,161900,0.52961,1080,1832,269300,08/21/2015,305000,1477-105,22500,"12 BAYBERRY LN
FRAMINGHAM, MA
(42.334457, -71.440472)"
1,019-28-9040-000,42,LARNIS RD,1,8,4,COLONIAL,1969,217000,0,160100,0.45914,2090,4657,377100,03/27/1973,0,12402-0382,8500,"42 LARNIS RD
FRAMINGHAM, MA
(42.337493, -71.40052)"
1,069-58-8040-000,6,MICHAUD DR,1,8,3,SPLIT LEVL,1964,180800,19400,173700,0.48763,1392,2688,373900,07/16/2007,376700,49783-395,6850,"6 MICHAUD DR
FRAMINGHAM, MA
(42.310387, -71.427333)"
1,061-60-9198-000,18,MAYMONT DR,1,6,3,SPLIT LEVL,1964,169900,11700,152900,0.18372,1342,2638,334500,09/23/1966,1,11219-0090,,"18 MAYMONT DR
FRAMINGHAM, MA
(42.315781, -71.386156)"
1,064-18-8498-000,5,LEDGEWOOD RD,1,8,3,SPLIT ENT,1965,177300,0,173700,0.48664,1248,2772,351000,08/01/1986,1,1018-123,1500,"5 LEDGEWOOD RD
FRAMINGHAM, MA
(42.311442, -71.479235)"
1,053-01-5507-000,69,ANGELICA DR,1,7,3,SPLIT ENT,1971,205000,0,177100,0.60836,1496,3322,382100,07/06/2015,10,65678-488,29925,"69 ANGELICA DR
FRAMINGHAM, MA
(42.319882, -71.484488)"
1,053-01-2635-000,80,ANGELICA DR,1,7,3,SPLIT ENT,1971,198600,0,172900,0.45914,1361,2889,371500,05/09/2014,390000,63595-446,,"80 ANGELICA DR
FRAMINGHAM, MA
(42.32003, -71.484476)"
1,064-09-4348-000,8,STANLEY DR,1,8,4,SPLIT LEVL,1967,193000,3500,172900,0.45914,1412,2960,369400,02/28/2008,420000,50796-565,,"8 STANLEY DR
FRAMINGHAM, MA
(42.314148, -71.484212)"
1,029-37-1514-000,34,LARNIS RD,1,8,4,COLONIAL,1966,263600,0,175500,1.09798,2370,4882,439100,12/22/2014,465000,64701-28,4422,"34 LARNIS RD
FRAMINGHAM, MA
(42.33668, -71.400103)"
1,020-49-0100-000,9,LOWRY RD,1,8,4,COLONIAL,1971,257400,0,167400,0.73921,2152,3546,424800,07/01/1986,100,17234-587,,"9 LOWRY RD
FRAMINGHAM, MA
(42.340129, -71.397504)"
1,064-28-1137-000,17,BRIARWOOD RD,1,8,3,RANCH,1964,157500,0,173200,0.46956,1128,3080,330700,11/24/1997,175000,210043,5000,"17 BRIARWOOD RD
FRAMINGHAM, MA
(42.310804, -71.477988)"
1,053-00-1041-000,48,ANGELICA DR,1,8,3,SPLIT LEVL,1968,216600,11700,172900,0.45914,1556,3168,401200,12/09/2013,430000,63032-561,8600,"48 ANGELICA DR
FRAMINGHAM, MA
(42.315514, -71.484804)"
1,064-18-2153-000,1,BRIARWOOD RD,1,8,3,RANCH,1964,181600,0,173100,0.46591,1578,3170,354700,06/01/1986,180000,17047-608,,"1 BRIARWOOD RD
FRAMINGHAM, MA
(42.310659, -71.481316)"
1,092-95-9805-000,36,MAGNOLIA ST,1,8,4,GARRISON,1986,239500,0,154800,0.25604,2088,3746,394300,12/15/2000,330000,32145-311,,"36 MAGNOLIA ST
FRAMINGHAM, MA
(42.304306, -71.411981)"
1,005-21-0809-000,3,DARTMOUTH DR,1,10,4,GARRISON,1979,450400,0,209600,1.68216,3729.5,6634,660000,03/22/2013,646825,61446-495,31000,"3 DARTMOUTH DR
FRAMINGHAM, MA
(42.348039, -71.477685)"
1,077-76-7438-000,40,WOODMERE RD,1,8,4,SPLIT ENT,1965,255300,2600,173900,0.49412,2232,4512,431800,03/19/1970,1,11811-0279,,"40 WOODMERE RD
FRAMINGHAM, MA
(42.305569, -71.457351)"
1,092-05-3444-000,14,CAVANAUGH RD,NULL,NULL,NULL,NULL,NULL,0,0,5100,0.392,0,0,5100,07/10/1952,1,07932-0284,,"14 CAVANAUGH RD
FRAMINGHAM, MA
(42.303685, -71.410746)"
1,029-37-2803-000,23,LARNIS RD,1,6,3,RANCH,1969,216300,4200,161400,0.50918,1582,4344,381900,06/21/2010,395500,54859-6,17000,"23 LARNIS RD
FRAMINGHAM, MA
(42.336654, -71.400029)"
1,081-96-9140-000,35,MAGNOLIA ST,1,8,4,COLONIAL,1986,252400,0,167500,0.74194,2258,4109,419900,01/13/2005,481400,44469-481,6000,"35 MAGNOLIA ST
FRAMINGHAM, MA
(42.304374, -71.412013)"
1,051-62-6306-000,11,FOLEY DR,1,7,3,SPLIT LEVL,1965,213400,0,154700,0.2531,1100,2556,368100,06/22/2015,410000,65584-584,9000,"11 FOLEY DR
FRAMINGHAM, MA
(42.321986, -71.387169)"
1,020-48-2327-000,4,POTTER RD,1,9,5,COLONIAL,1967,205400,0,160900,0.48933,2100,3634,366300,06/09/1975,1,12806-504,6500,"4 POTTER RD
FRAMINGHAM, MA
(42.338701, -71.396195)"
1,059-91-8134-000,320,CENTRAL ST,1,5,2,RANCH,1954,128300,0,158100,0.38365,988,2223,286400,06/24/1997,1,208585,,"320 CENTRAL ST
FRAMINGHAM, MA
(42.318815, -71.41268)"
1,064-09-1941-000,46,ANGELICA DR,1,9,3,SPLIT LEVL,1968,180500,1300,172900,0.45914,1292,2576,354700,04/08/2009,100,52545-380,11000,"46 ANGELICA DR
FRAMINGHAM, MA
(42.315243, -71.484828)"
1,132-05-3894-000,68,CHECKERBERRY LN,1,8,4,GARRISON,1964,242700,0,172900,0.45914,2052,3806,415600,06/01/1984,148500,00985-0106,8500,"68 CHECKERBERRY LN
FRAMINGHAM, MA
(42.276949, -71.447698)"
1,082-37-3341-000,315,OLD CONN PATH,1,7,3,CAPE,1839,273300,0,152000,0.45397,2304,5150,425300,07/08/1992,1,22192-269,6000,"315 OLD CONN PATH
FRAMINGHAM, MA
(42.30835, -71.399628)"
1,053-01-7060-000,54,LANEWOOD AVE,1,9,5,GARRISON,1968,214900,0,178900,0.67045,2526,4254,393800,01/21/1994,230333,24189-0055,7200,"54 LANEWOOD AVE
FRAMINGHAM, MA
(42.31828, -71.482373)"
1,064-08-3739-000,19,ANGELICA DR,1,8,3,SPLIT ENT,1967,180100,11800,172900,0.45914,1248,2686,364800,07/31/2000,274000,31665-566,4770,"19 ANGELICA DR
FRAMINGHAM, MA
(42.312237, -71.485026)"
1,019-39-6023-000,12,LOWRY RD,1,7,3,SPLIT LEVL,1967,221300,0,160200,0.46373,1352,2792,381500,05/04/2009,349000,52697-202,7785,"12 LOWRY RD
FRAMINGHAM, MA
(42.3406, -71.398297)"
1,088-84-3519-000,20,OLD WOOD RD,1,6,3,SPLIT ENT,1965,146500,0,166200,0.22247,1056,2344,312700,04/15/2005,365000,45001-134,7000,"20 OLD WOOD RD
FRAMINGHAM, MA
(42.300703, -71.454872)"
1,064-19-0233-000,23,LANEWOOD AVE,1,7,3,SPLIT LEVL,1966,177500,0,174400,0.51286,1273,2621,351900,06/16/2014,1,63758-566,5700,"23 LANEWOOD AVE
FRAMINGHAM, MA
(42.313427, -71.48242)"
1,049-02-2147-000,231,CENTRAL ST,1,6,3,RANCH,1953,141800,800,182900,1.66678,992,2816,325500,08/26/1960,1,09662-0578,5000,"231 CENTRAL ST
FRAMINGHAM, MA
(42.3208, -71.41055)"
1,026-27-0257-000,35,JUNIPER LN,1,7,3,RANCH,1966,217600,11400,192500,1.33099,1988,3335,421500,08/27/1993,232000,197102,5100,"35 JUNIPER LN
FRAMINGHAM, MA
(42.335569, -71.442154)"
1,053-00-7851-000,50,LANEWOOD AVE,1,10,5,GARRISON,1969,212200,0,179400,0.6902,2526,3852,391600,09/01/1984,1,15789-0502,,"50 LANEWOOD AVE
FRAMINGHAM, MA
(42.317729, -71.482376)"
1,048-72-4558-000,7,BROOKVALE RD,1,7,3,RANCH,1960,167200,10800,160100,0.45914,1274,3074,338100,11/13/2015,355000,66376-589,,"7 BROOKVALE RD
FRAMINGHAM, MA
(42.322292, -71.421558)"
1,088-84-0588-000,17,WESTGATE RD,1,7,3,SPLIT ENT,1965,148800,0,165200,0.18437,1032,2320,314000,01/29/2008,315900,50647-286,6500,"17 WESTGATE RD
FRAMINGHAM, MA
(42.300858, -71.455958)"
1,005-20-3303-000,49,NIXON RD,1,9,4,CONTEMPORY,1988,454200,0,202200,1.001,2540,4924,656400,07/01/2011,550000,57083-478,16000,"49 NIXON RD
FRAMINGHAM, MA
(42.343353, -71.477457)"
1,109-90-2801-000,13,CHERRY OCA LN,1,9,4,GARRISON,1970,236500,0,175200,0.53898,2388,4130,411700,08/12/2003,470000,40427-223,2084,"13 CHERRY OCA LN
FRAMINGHAM, MA
(42.289985, -71.451399)"
1,059-90-7408-000,10,GERALDINE RD,1,8,3,SPLIT LEVL,1962,150900,0,152900,0.18409,1104,2384,303800,11/01/2001,309400,222840,10200,"10 GERALDINE RD
FRAMINGHAM, MA
(42.316615, -71.412966)"
1,083-47-1995-000,393,OLD CONN PATH,1,7,3,SPLIT LEVL,1965,137200,0,145500,0.19495,1032,2104,282700,04/29/2014,302500,63545-463,2700,"393 OLD CONN PATH
FRAMINGHAM, MA
(42.310096, -71.396516)"
1,132-95-4770-000,19,DUGGAN DR,1,7,4,SPLIT LEVL,1966,219600,0,172900,0.45916,1350,2818,392500,11/04/1997,100,209887,8500,"19 DUGGAN DR
FRAMINGHAM, MA
(42.276489, -71.450438)"
1,092-95-5389-000,6,PITT RD,1,9,5,CONVENT`NL,1932,294800,0,160500,0.47383,2517,5354,455300,09/23/1993,189900,23685-096,16900,"6 PITT RD
FRAMINGHAM, MA
(42.302761, -71.41306)"
1,025-17-6235-000,32,JUNIPER LN,1,8,4,GARRISON,1966,311800,9900,188800,1.04399,2080,3944,510500,10/09/2013,10,255207,2148,"32 JUNIPER LN
FRAMINGHAM, MA
(42.335371, -71.442175)"
1,053-00-1465-000,56,ANGELICA DR,1,8,3,SPLIT ENT,1969,196100,0,172900,0.45983,1344,2784,369000,07/30/1999,259000,30480-388,,"56 ANGELICA DR
FRAMINGHAM, MA
(42.316731, -71.484705)"
1,059-90-3450-000,402,CENTRAL ST,1,7,5,CAPE,1946,244300,17700,156200,0.30992,2310,4528,418200,09/18/2014,490000,64250-523,22000,"402 CENTRAL ST
FRAMINGHAM, MA
(42.316788, -71.414493)"
1,083-47-2462-000,112,NEWBURY ST,1,6,3,RANCH,1968,146200,12700,153200,0.19399,1196,2846,312100,10/14/1968,1,11586-0460,8500,"112 NEWBURY ST
FRAMINGHAM, MA
(42.308162, -71.396025)"
1,061-60-5118-000,,DES PERES AVE,NULL,NULL,NULL,NULL,NULL,0,0,131100,0.23556,0,0,131100,05/25/1973,1,12440-150,,"NULL
FRAMINGHAM, MA"
1,020-48-0970-000,5,LOWRY RD,1,10,5,COLONIAL,1970,281000,0,163100,0.57392,2508,3876,444100,09/26/1991,190000,21436-429,,"5 LOWRY RD
FRAMINGHAM, MA
(42.33965, -71.397207)"
1,062-70-0173-000,20,MAYMONT DR,1,6,3,SPLIT LEVL,1964,158000,0,152900,0.18368,1174,2497,310900,11/06/1973,1,12549-0714,10000,"20 MAYMONT DR
FRAMINGHAM, MA
(42.315614, -71.385941)"
1,064-18-9748-000,11,LEDGEWOOD RD,1,7,3,RANCH,1965,183900,0,172900,0.45987,1372,3276,356800,07/18/2013,353000,62268-66,31724,"11 LEDGEWOOD RD
FRAMINGHAM, MA
(42.31225, -71.479098)"
1,038-65-5287-000,559,WATER ST,1,8,4,GAMBREL,1989,379000,29200,160700,0.48209,2728,4668,568900,12/01/1989,278500,20295-021,4700,"559 WATER ST
FRAMINGHAM, MA
(42.329635, -71.42473)"
1,053-10-0255-000,41,LANEWOOD AVE,1,7,3,SPLIT ENT,1964,178200,0,172900,0.45914,1248,2664,351100,08/23/2007,1,49987-284,20437,"41 LANEWOOD AVE
FRAMINGHAM, MA
(42.31622, -71.482393)"
1,053-10-2148-000,5,BRIDLE PATH CIR,1,8,4,SPLIT ENT,1972,206200,0,176800,0.59642,1484,3202,383000,07/30/1992,188900,22252-105,14000,"5 BRIDLE PATH CIR
FRAMINGHAM, MA
(42.315776, -71.480873)"
1,053-11-7300-000,53,LEDGEWOOD RD,1,6,3,SPLIT ENT,1970,188900,1700,179400,0.68939,1348,2868,370000,06/27/2013,100,62114-505,5000,"53 LEDGEWOOD RD
FRAMINGHAM, MA
(42.319076, -71.480062)"
1,019-19-9631-000,10,OVERLOOK DR EAST,1,7,4,SPLIT LEVL,1966,243300,0,161700,0.52121,1573,3259,405000,05/23/2011,1,56889-442,19000,"10 OVERLOOK DR EAST
FRAMINGHAM, MA
(42.341475, -71.404711)"
1,029-37-2584-000,32,LARNIS RD,1,8,4,COLONIAL,1967,273800,0,175200,1.0739,2162,4215,449000,11/25/2015,490000,66438-70,9300,"32 LARNIS RD
FRAMINGHAM, MA
(42.336621, -71.399743)"
1,064-08-8117-000,6,ANGELICA DR,1,6,3,SPLIT ENT,1967,180100,0,173800,0.49036,1248,2736,353900,06/30/2016,382000,67542-223,7300,"6 ANGELICA DR
FRAMINGHAM, MA
(42.310857, -71.482758)"
1,051-62-6427-000,9,FOLEY DR,1,10,5,GARRISON,1968,191800,0,155100,0.26889,2205,3621,346900,08/01/2013,390000,62370-298,4325,"9 FOLEY DR
FRAMINGHAM, MA
(42.322043, -71.387105)"
1,064-29-4201-000,39,BRIARWOOD RD,1,7,3,RANCH,1967,158600,0,173000,0.46361,1144,2590,331600,08/31/2007,338000,50047-65,7500,"39 BRIARWOOD RD
FRAMINGHAM, MA
(42.313407, -71.477392)"
1,061-50-2510-000,6,CAPRI DR,1,7,3,RANCH,1964,186600,700,154100,0.23035,1568,3298,341400,05/07/1998,1,28547-440,8600,"6 CAPRI DR
FRAMINGHAM, MA
(42.317043, -71.392608)"
1,048-72-3154-000,211,BROOK ST,1,7,4,SPLIT LEVL,1963,243500,10000,160900,0.49013,2032,3456,414400,10/29/1993,173000,23836-0402,3795,"211 BROOK ST
FRAMINGHAM, MA
(42.321116, -71.421519)"
1,092-95-7588-000,38,CAVANAUGH RD,1,9,4,GARRISON,1955,180500,0,154200,0.2334,1842.75,3622,334700,02/09/2010,1,54274-185,4000,"38 CAVANAUGH RD
FRAMINGHAM, MA
(42.303541, -71.412671)"
1,082-37-6576-000,353,OLD CONN PATH,1,6,3,SPLIT LEVL,1972,177200,0,145500,0.19495,1347,2355,322700,05/02/2013,1,61730-292,4400,"353 OLD CONN PATH
FRAMINGHAM, MA
(42.309033, -71.398429)"
1,050-12-0841-000,10,TOWNSEND TERR,1,7,3,RANCH,1962,158900,0,153100,0.19128,1382,2566,312000,01/01/1900,1,00842-0007,8100,"10 TOWNSEND TERR
FRAMINGHAM, MA
(42.323502, -71.408043)"
1,088-74-4591-000,33,WESTGATE RD,1,9,4,COLONIAL,1967,151800,0,167300,0.26019,1519,2983,319100,09/17/2001,280000,33650-083,19350,"33 WESTGATE RD
FRAMINGHAM, MA
(42.300691, -71.458176)"
1,092-95-8790-000,39,CAVANAUGH RD,1,8,4,COLONIAL,2008,439900,0,153100,0.19233,2334,3934,593000,12/18/2012,500000,60764-260,162130,"39 CAVANAUGH RD
FRAMINGHAM, MA
(42.303514, -71.41232)"
1,064-19-2377-000,19,BRIDLE PATH CIR,1,7,3,SPLIT ENT,1974,190900,0,172900,0.4596,1344,2788,363800,06/04/2003,1,39435-374,14448,"19 BRIDLE PATH CIR
FRAMINGHAM, MA
(42.313898, -71.480636)"
1,083-47-1766-000,55,GREENLEAF CIR,1,7,4,SPLIT ENT,1966,252400,0,154500,0.24617,1132,3308,406900,08/25/2008,375000,51611-381,7146,"55 GREENLEAF CIR
FRAMINGHAM, MA
(42.309031, -71.396327)"
1,038-75-3394-000,65,RINER ST,1,6,3,RANCH,1954,179500,3900,155400,0.28007,1440,1811,338800,01/30/2015,337500,64862-352,3239,"65 RINER ST
FRAMINGHAM, MA
(42.330511, -71.421484)"
1,043-02-7160-000,10,CURRIER DR,1,8,4,SPLIT ENT,1970,196300,0,173000,0.46208,1484,2983,369300,10/04/2011,330000,57573-359,10380,"10 CURRIER DR
FRAMINGHAM, MA
(42.320941, -71.482974)"
1,071-29-7800-000,2,CUNNINGHAM DR,1,8,3,SPLIT ENT,1966,149500,0,152900,0.18421,1128,2328,302400,12/05/1979,1,13851-83,,"2 CUNNINGHAM DR
FRAMINGHAM, MA
(42.314924, -71.402114)"
1,019-39-6390-000,15,LOWRY RD,1,7,3,SPLIT LEVL,1975,239000,0,162200,0.53949,1438,2954,401200,12/19/1991,180000,21618-278,8500,"15 LOWRY RD
FRAMINGHAM, MA
(42.340584, -71.398231)"
1,132-04-2582-000,6,PAVIA PL,1,8,4,SPLIT LEVL,1967,182300,0,175600,0.55271,1430,2810,357900,10/30/1997,211500,209824,,"6 PAVIA PL
FRAMINGHAM, MA
(42.273362, -71.447921)"
1,038-75-1011-000,18,WAYSIDE AVE,1,7,3,RANCH,1953,105300,0,155300,0.27548,1198,1354,260600,09/01/1988,160000,01049-0108,5600,"18 WAYSIDE AVE
FRAMINGHAM, MA
(42.329342, -71.422202)"
1,050-12-0897-000,6,TOWNSEND TERR,1,6,2,RANCH,1962,130000,0,153000,0.18629,960,2460,283000,08/06/1999,186000,215795,1093,"6 TOWNSEND TERR
FRAMINGHAM, MA
(42.3235, -71.40801)"
1,071-29-8767-000,6,CHERRY ST,1,7,4,SPLIT LEVL,1966,163900,9300,153300,0.20016,1144,2214,326500,06/03/1992,90000,22092-0105,23470,"6 CHERRY ST
FRAMINGHAM, MA
(42.315046, -71.401243)"
1,006-31-2423-000,22,DARTMOUTH DR,1,9,3,COLONIAL,1980,243600,0,207200,1.39098,2576,4256,450800,12/24/2001,470000,223206,2100,"22 DARTMOUTH DR
FRAMINGHAM, MA
(42.346358, -71.473726)"
1,092-05-4389-000,142,BEACON ST,1,8,2,CAPE,1947,220000,1500,153100,0.19284,1685,3427,374600,05/24/2010,365000,54722-177,9000,"142 BEACON ST
FRAMINGHAM, MA
(42.302889, -71.409882)"
1,059-90-7766-000,1,GINA CIR,1,6,3,SPLIT LEVL,1966,167500,0,156300,0.31497,1248,2543,323800,08/31/1994,164900,200309,,"1 GINA CIR
FRAMINGHAM, MA
(42.317568, -71.41221)"
1,019-19-6392-000,11,OVERLOOK DR EAST,1,8,4,COLONIAL,1966,162700,9300,160600,0.47966,1768,3048,332600,12/10/1998,1,29501-156,16000,"11 OVERLOOK DR EAST
FRAMINGHAM, MA
(42.341397, -71.40559)"
1,075-07-8263-000,999,PLEASANT ST,1,8,3,SPLIT LEVL,1959,188200,0,164700,0.47635,1568,3393,352900,01/02/1996,158000,25939-567,6700,"999 PLEASANT ST
FRAMINGHAM, MA
(42.307642, -71.482535)"
1,005-11-9245-000,9,DARTMOUTH DR,1,9,4,COLONIAL,2002,615000,1600,209400,1.56449,3716,6860,826000,04/22/2003,800000,38883-249,750,"9 DARTMOUTH DR
FRAMINGHAM, MA
(42.346455, -71.477859)"
1,064-09-1842-000,44,ANGELICA DR,1,7,3,SPLIT ENT,1968,186400,0,173200,0.4697,1344,2720,359600,12/21/2001,10,34391-305,17372,"44 ANGELICA DR
FRAMINGHAM, MA
(42.314958, -71.484852)"
1,019-38-7266-000,3,COE RD,1,7,3,SPLIT LEVL,1968,182700,0,162300,0.54201,1300,3128,345000,04/28/2016,1,67158-584,7500,"3 COE RD
FRAMINGHAM, MA
(42.337803, -71.39827)"
1,082-16-8386-000,4,GERALD RD,1,7,3,GARRISON,1965,148500,0,153000,0.18574,1581,3144,301500,10/01/2004,367500,43827-408,6500,"4 GERALD RD
FRAMINGHAM, MA
(42.305728, -71.405026)"
1,109-91-2298-000,2,CHERRY OCA LN,1,11,4,COLONIAL,1970,336800,0,173200,0.46832,2136,4946,510000,02/15/2011,487000,56470-551,70229,"2 CHERRY OCA LN
FRAMINGHAM, MA
(42.291385, -71.45158)"
1,064-18-3398-000,4,BRIARWOOD RD,1,8,4,RANCH,1964,182000,0,176200,0.57548,1594,3268,358200,01/05/2007,345000,48793-548,10000,"4 BRIARWOOD RD
FRAMINGHAM, MA
(42.31073, -71.480701)"
1,064-28-0386-000,14,BRIARWOOD RD,1,7,3,RANCH,1962,183400,0,172900,0.45914,1452,3458,356300,08/23/1979,1,13770-21,10000,"14 BRIARWOOD RD
FRAMINGHAM, MA
(42.310797, -71.478008)"
1,061-60-7125-000,7,MAYMONT DR,1,7,4,GARRISON,1963,153200,9600,156800,0.33382,1820,2864,319600,05/29/2008,350000,51235-181,1600,"7 MAYMONT DR
FRAMINGHAM, MA
(42.316217, -71.386785)"
1,132-95-9651-000,34,JODIE RD,1,6,3,SPLIT LEVL,1964,241500,0,173500,0.47886,1438,2928,415000,10/15/2010,383000,247484,11000,"34 JODIE RD
FRAMINGHAM, MA
(42.276176, -71.448668)"
1,077-86-0410-000,4,DOYLE CIR,1,7,4,SPLIT ENT,1965,189300,0,173000,0.46079,1404,2910,362300,12/28/2005,375000,46737-578,,"4 DOYLE CIR
FRAMINGHAM, MA
(42.305989, -71.456352)"
1,053-00-7960-000,52,LANEWOOD AVE,1,9,5,GARRISON,1969,221000,0,179200,0.6809,2556,4227,400200,03/04/2010,10,54367-399,14500,"52 LANEWOOD AVE
FRAMINGHAM, MA
(42.318003, -71.482374)"
1,026-27-2805-000,16,HICKORY LN,1,6,3,SPLIT LEVL,1965,203200,13600,175100,1.06749,1440,3120,391900,06/10/1998,240000,211699,14000,"16 HICKORY LN
FRAMINGHAM, MA
(42.337403, -71.440274)"
1,026-27-7242-000,5,HICKORY LN,1,7,3,RANCH,1963,131300,0,167300,0.73554,1796,2474,298600,05/10/2016,1,1489-51,12160,"5 HICKORY LN
FRAMINGHAM, MA
(42.335142, -71.439191)"
1,001-22-3050-000,4,DARTMOUTH DR,1,9,5,COLONIAL,1979,364600,0,202200,1.00999,2836,5932,566800,09/14/2012,10,59998-597,13000,"4 DARTMOUTH DR
FRAMINGHAM, MA
(42.348556, -71.477592)"
